Statistic Label,CensusYear,Sex,Single Year of Age,County and City,UNIT,VALUE
Population,2022,Female,3 years,Galway City,Number,389
Population,2022,Female,3 years,Galway County,Number,1191
Population,2022,Female,3 years,Kildare,Number,1509
Population,2022,Female,3 years,Kilkenny,Number,597
Population,2022,Female,3 years,Kerry,Number,847
Population,2022,Female,3 years,Longford,Number,300
Population,2022,Female,3 years,Louth,Number,787
Population,2022,Female,3 years,Limerick City and County,Number,1159
Population,2022,Female,3 years,Leitrim,Number,192
Population,2022,Female,3 years,Laois,Number,571
Population,2022,Female,3 years,Meath,Number,1389
Population,2022,Female,3 years,Monaghan,Number,412
Population,2022,Female,3 years,Mayo,Number,743
Population,2022,Female,3 years,Offaly,Number,478
Population,2022,Female,3 years,Roscommon,Number,418
Population,2022,Female,3 years,South Dublin,Number,1859
Population,2022,Female,3 years,Sligo,Number,405
Population,2022,Female,3 years,Tipperary,Number,1019
Population,2022,Female,3 years,Waterford City and County,Number,721
Population,2022,Female,3 years,Westmeath,Number,558
Population,2022,Female,3 years,Wicklow,Number,886
Population,2022,Female,3 years,Wexford,Number,903
Population,2022,Female,4 years,State,Number,29819
Population,2022,Female,4 years,Cork City and Cork County,Number,3363
Population,2022,Female,4 years,Clare,Number,766
Population,2022,Female,4 years,Cavan,Number,492
Population,2022,Female,4 years,Carlow,Number,369
Population,2022,Female,4 years,Dublin City,Number,2755
Population,2022,Female,4 years,Donegal,Number,1047
Population,2022,Female,4 years,Dún Laoghaire-Rathdown,Number,1278
Population,2022,Female,4 years,Fingal,Number,2147
Population,2022,Female,4 years,Galway City,Number,418
Population,2022,Female,4 years,Galway County,Number,1189
Population,2022,Female,4 years,Kildare,Number,1563
Population,2022,Female,4 years,Kilkenny,Number,618
Population,2022,Female,4 years,Kerry,Number,844
Population,2022,Female,4 years,Longford,Number,283
Population,2022,Female,4 years,Louth,Number,814
Population,2022,Female,4 years,Limerick City and County,Number,1227
Population,2022,Female,4 years,Leitrim,Number,227
Population,2022,Female,4 years,Laois,Number,577
Population,2022,Female,4 years,Meath,Number,1448
Population,2022,Female,4 years,Monaghan,Number,424
Population,2022,Female,4 years,Mayo,Number,751
Population,2022,Female,4 years,Offaly,Number,488
Population,2022,Female,4 years,Roscommon,Number,406
Population,2022,Female,4 years,South Dublin,Number,1868
Population,2022,Female,4 years,Sligo,Number,408
Population,2022,Female,4 years,Tipperary,Number,998
Population,2022,Female,4 years,Waterford City and County,Number,634
Population,2022,Female,4 years,Westmeath,Number,609
Population,2022,Female,4 years,Wicklow,Number,887
Population,2022,Female,4 years,Wexford,Number,921
Population,2022,Female,5 years,State,Number,31342
Population,2022,Female,5 years,Cork City and Cork County,Number,3533
Population,2022,Female,5 years,Clare,Number,799
Population,2022,Female,5 years,Cavan,Number,544
Population,2022,Female,5 years,Carlow,Number,365
Population,2022,Female,5 years,Dublin City,Number,2782
Population,2022,Female,5 years,Donegal,Number,1095
Population,2022,Female,5 years,Dún Laoghaire-Rathdown,Number,1426
Population,2022,Female,5 years,Fingal,Number,2252
Population,2022,Female,5 years,Galway City,Number,412
Population,2022,Female,5 years,Galway County,Number,1286
Population,2022,Female,5 years,Kildare,Number,1604
Population,2022,Female,5 years,Kilkenny,Number,644
Population,2022,Female,5 years,Kerry,Number,935
Population,2022,Female,5 years,Longford,Number,299
Population,2022,Female,5 years,Louth,Number,896
Population,2022,Female,5 years,Limerick City and County,Number,1190
Population,2022,Female,5 years,Leitrim,Number,218
Population,2022,Female,5 years,Laois,Number,607
Population,2022,Female,5 years,Meath,Number,1520
Population,2022,Female,5 years,Monaghan,Number,448
Population,2022,Female,5 years,Mayo,Number,832
Population,2022,Female,5 years,Offaly,Number,530
Population,2022,Female,5 years,Roscommon,Number,442
Population,2022,Female,5 years,South Dublin,Number,1946
Population,2022,Female,5 years,Sligo,Number,392
Population,2022,Female,5 years,Tipperary,Number,987
Population,2022,Female,5 years,Waterford City and County,Number,728
Population,2022,Female,5 years,Westmeath,Number,617
Population,2022,Female,5 years,Wicklow,Number,1013
Population,2022,Female,5 years,Wexford,Number,1000
Population,2022,Female,6 years,State,Number,32622
Population,2022,Female,6 years,Cork City and Cork County,Number,3662
Population,2022,Female,6 years,Clare,Number,789
Population,2022,Female,6 years,Cavan,Number,591
Population,2022,Female,6 years,Carlow,Number,367
Population,2022,Female,6 years,Dublin City,Number,2879
Population,2022,Female,6 years,Donegal,Number,1061
Population,2022,Female,6 years,Dún Laoghaire-Rathdown,Number,1394
Population,2022,Female,6 years,Fingal,Number,2361
Population,2022,Female,6 years,Galway City,Number,406
Population,2022,Female,6 years,Galway County,Number,1361
Population,2022,Female,6 years,Kildare,Number,1722
Population,2022,Female,6 years,Kilkenny,Number,669
Population,2022,Female,6 years,Kerry,Number,903
Population,2022,Female,6 years,Longford,Number,287
Population,2022,Female,6 years,Louth,Number,935
Population,2022,Female,6 years,Limerick City and County,Number,1317
Population,2022,Female,6 years,Leitrim,Number,236
Population,2022,Female,6 years,Laois,Number,630
Population,2022,Female,6 years,Meath,Number,1628
Population,2022,Female,6 years,Monaghan,Number,513
Population,2022,Female,6 years,Mayo,Number,847
Population,2022,Female,6 years,Offaly,Number,522
Population,2022,Female,6 years,Roscommon,Number,473
Population,2022,Female,6 years,South Dublin,Number,2057
Population,2022,Female,6 years,Sligo,Number,401
Population,2022,Female,6 years,Tipperary,Number,1079
Population,2022,Female,6 years,Waterford City and County,Number,780
Population,2022,Female,6 years,Westmeath,Number,668
Population,2022,Female,6 years,Wicklow,Number,1026
Population,2022,Female,6 years,Wexford,Number,1058
Population,2022,Female,7 years,State,Number,33572
Population,2022,Female,7 years,Cork City and Cork County,Number,3800
Population,2022,Female,7 years,Clare,Number,805
Population,2022,Female,7 years,Cavan,Number,555
Population,2022,Female,7 years,Carlow,Number,455
Population,2022,Female,7 years,Dublin City,Number,2891
Population,2022,Female,7 years,Donegal,Number,1075
Population,2022,Female,7 years,Dún Laoghaire-Rathdown,Number,1469
Population,2022,Female,7 years,Fingal,Number,2476
Population,2022,Female,7 years,Galway City,Number,433
Population,2022,Female,7 years,Galway County,Number,1291
Population,2022,Female,7 years,Kildare,Number,1776
Population,2022,Female,7 years,Kilkenny,Number,756
Population,2022,Female,7 years,Kerry,Number,946
Population,2022,Female,7 years,Longford,Number,345
Population,2022,Female,7 years,Louth,Number,936
Population,2022,Female,7 years,Limerick City and County,Number,1271
Population,2022,Female,7 years,Leitrim,Number,239
Population,2022,Female,7 years,Laois,Number,696
Population,2022,Female,7 years,Meath,Number,1665
Population,2022,Female,7 years,Monaghan,Number,458
Population,2022,Female,7 years,Mayo,Number,874
Population,2022,Female,7 years,Offaly,Number,618
Population,2022,Female,7 years,Roscommon,Number,504
Population,2022,Female,7 years,South Dublin,Number,2092
Population,2022,Female,7 years,Sligo,Number,426
Population,2022,Female,7 years,Tipperary,Number,1088
Population,2022,Female,7 years,Waterford City and County,Number,841
Population,2022,Female,7 years,Westmeath,Number,677
Population,2022,Female,7 years,Wicklow,Number,1045
Population,2022,Female,7 years,Wexford,Number,1069
Population,2022,Female,8 years,State,Number,34437
Population,2022,Female,8 years,Cork City and Cork County,Number,3871
Population,2022,Female,8 years,Clare,Number,801
Population,2022,Female,8 years,Cavan,Number,615
Population,2022,Female,8 years,Carlow,Number,404
Population,2022,Female,8 years,Dublin City,Number,2991
Population,2022,Female,8 years,Donegal,Number,1095
Population,2022,Female,8 years,Dún Laoghaire-Rathdown,Number,1468
Population,2022,Female,8 years,Fingal,Number,2608
Population,2022,Female,8 years,Galway City,Number,480
Population,2022,Female,8 years,Galway County,Number,1408
Population,2022,Female,8 years,Kildare,Number,1773
Population,2022,Female,8 years,Kilkenny,Number,702
Population,2022,Female,8 years,Kerry,Number,919
Population,2022,Female,8 years,Longford,Number,313
Population,2022,Female,8 years,Louth,Number,1011
Population,2022,Female,8 years,Limerick City and County,Number,1362
Population,2022,Female,8 years,Leitrim,Number,255
Population,2022,Female,8 years,Laois,Number,723
Population,2022,Female,8 years,Meath,Number,1712
Population,2022,Female,8 years,Monaghan,Number,476
Population,2022,Female,8 years,Mayo,Number,861
Population,2022,Female,8 years,Offaly,Number,578
Population,2022,Female,8 years,Roscommon,Number,470
Population,2022,Female,8 years,South Dublin,Number,2183
Population,2022,Female,8 years,Sligo,Number,461
Population,2022,Female,8 years,Tipperary,Number,1156
Population,2022,Female,8 years,Waterford City and County,Number,820
Population,2022,Female,8 years,Westmeath,Number,712
Population,2022,Female,8 years,Wicklow,Number,1105
Population,2022,Female,8 years,Wexford,Number,1104
Population,2022,Female,9 years,State,Number,35227
Population,2022,Female,9 years,Cork City and Cork County,Number,3970
Population,2022,Female,9 years,Clare,Number,873
Population,2022,Female,9 years,Cavan,Number,602
Population,2022,Female,9 years,Carlow,Number,435
Population,2022,Female,9 years,Dublin City,Number,2930
Population,2022,Female,9 years,Donegal,Number,1169
Population,2022,Female,9 years,Dún Laoghaire-Rathdown,Number,1550
Population,2022,Female,9 years,Fingal,Number,2625
Population,2022,Female,9 years,Galway City,Number,465
Population,2022,Female,9 years,Galway County,Number,1345
Population,2022,Female,9 years,Kildare,Number,1893
Population,2022,Female,9 years,Kilkenny,Number,773
Population,2022,Female,9 years,Kerry,Number,1000
Population,2022,Female,9 years,Longford,Number,356
Population,2022,Female,9 years,Louth,Number,1061
Population,2022,Female,9 years,Limerick City and County,Number,1363
Population,2022,Female,9 years,Leitrim,Number,258
Population,2022,Female,9 years,Laois,Number,655
Population,2022,Female,9 years,Meath,Number,1832
Population,2022,Female,9 years,Monaghan,Number,457
Population,2022,Female,9 years,Mayo,Number,908
Population,2022,Female,9 years,Offaly,Number,600
Population,2022,Female,9 years,Roscommon,Number,483
Population,2022,Female,9 years,South Dublin,Number,2224
Population,2022,Female,9 years,Sligo,Number,448
Population,2022,Female,9 years,Tipperary,Number,1140
Population,2022,Female,9 years,Waterford City and County,Number,826
Population,2022,Female,9 years,Westmeath,Number,706
Population,2022,Female,9 years,Wicklow,Number,1161
Population,2022,Female,9 years,Wexford,Number,1119
Population,2022,Female,10 years,State,Number,36066
Population,2022,Female,10 years,Cork City and Cork County,Number,4116
Population,2022,Female,10 years,Clare,Number,960
Population,2022,Female,10 years,Cavan,Number,661
Population,2022,Female,10 years,Carlow,Number,446
Population,2022,Female,10 years,Dublin City,Number,3027
Population,2022,Female,10 years,Donegal,Number,1233
Population,2022,Female,10 years,Dún Laoghaire-Rathdown,Number,1449
Population,2022,Female,10 years,Fingal,Number,2736
Population,2022,Female,10 years,Galway City,Number,438
Population,2022,Female,10 years,Galway County,Number,1418
Population,2022,Female,10 years,Kildare,Number,1890
Population,2022,Female,10 years,Kilkenny,Number,771
Population,2022,Female,10 years,Kerry,Number,1023
Population,2022,Female,10 years,Longford,Number,361
Population,2022,Female,10 years,Louth,Number,1029
Population,2022,Female,10 years,Limerick City and County,Number,1392
Population,2022,Female,10 years,Leitrim,Number,257
Population,2022,Female,10 years,Laois,Number,769
Population,2022,Female,10 years,Meath,Number,1800
Population,2022,Female,10 years,Monaghan,Number,490
Population,2022,Female,10 years,Mayo,Number,939
Population,2022,Female,10 years,Offaly,Number,650
Population,2022,Female,10 years,Roscommon,Number,484
Population,2022,Female,10 years,South Dublin,Number,2270
Population,2022,Female,10 years,Sligo,Number,465
Population,2022,Female,10 years,Tipperary,Number,1185
Population,2022,Female,10 years,Waterford City and County,Number,871
Population,2022,Female,10 years,Westmeath,Number,690
Population,2022,Female,10 years,Wicklow,Number,1139
Population,2022,Female,10 years,Wexford,Number,1107
Population,2022,Female,11 years,State,Number,36863
Population,2022,Female,11 years,Cork City and Cork County,Number,4175
Population,2022,Female,11 years,Clare,Number,913
Population,2022,Female,11 years,Cavan,Number,624
Population,2022,Female,11 years,Carlow,Number,450
Population,2022,Female,11 years,Dublin City,Number,3003
Population,2022,Female,11 years,Donegal,Number,1254
Population,2022,Female,11 years,Dún Laoghaire-Rathdown,Number,1484
Population,2022,Female,11 years,Fingal,Number,2660
Population,2022,Female,11 years,Galway City,Number,480
Population,2022,Female,11 years,Galway County,Number,1487
Population,2022,Female,11 years,Kildare,Number,1954
Population,2022,Female,11 years,Kilkenny,Number,809
Population,2022,Female,11 years,Kerry,Number,1074
Population,2022,Female,11 years,Longford,Number,343
Population,2022,Female,11 years,Louth,Number,1066
Population,2022,Female,11 years,Limerick City and County,Number,1487
Population,2022,Female,11 years,Leitrim,Number,265
Population,2022,Female,11 years,Laois,Number,729
Population,2022,Female,11 years,Meath,Number,1920
Population,2022,Female,11 years,Monaghan,Number,502
Population,2022,Female,11 years,Mayo,Number,960
Population,2022,Female,11 years,Offaly,Number,608
Population,2022,Female,11 years,Roscommon,Number,505
Population,2022,Female,11 years,South Dublin,Number,2350
Population,2022,Female,11 years,Sligo,Number,459
Population,2022,Female,11 years,Tipperary,Number,1163
Population,2022,Female,11 years,Waterford City and County,Number,943
Population,2022,Female,11 years,Westmeath,Number,714
Population,2022,Female,11 years,Wicklow,Number,1292
